Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
VA,CARROLL CO PBLC SCHS,VA,LAUREL ELEM,510069000250,2015,School Administration Staff,65010.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,LAUREL ELEM,510069000250,2015,Support Services Staff (for Pupils and for Instructional Staff),154947.00,3.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,LAUREL ELEM,510069000250,2015,Non-Personnel Expenditures,82084.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,LAUREL ELEM,510069000250,2015,Total enrollment,,,0.00,2.00,0.00,10.00,4.00,226.00,0.00,242.00,44.00,7.00,4.00
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Salary Amount for Total Personnel (instructional support services and school administration),7798921.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Salary Amount for Teachers,4011360.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Instructional Aides,102223.00,5.50,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,School Administration Staff,243439.00,4.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Support Services Staff (for Pupils and for Instructional Staff),3533898.00,6.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Non-Personnel Expenditures,290246.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,CARROLL COUNTY HIGH,510069000242,2015,Total enrollment,,,4.00,4.00,0.00,52.00,7.00,1081.00,22.00,1170.00,167.00,25.00,22.00
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Salary Amount for Total Personnel (instructional support services and school administration),1977536.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Salary Amount for Teachers,1045203.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Instructional Aides,158003.00,7.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,School Administration Staff,83499.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Support Services Staff (for Pupils and for Instructional Staff),690830.00,3.50,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Non-Personnel Expenditures,82727.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADEVILLE ELEM,510069000246,2015,Total enrollment,,,2.00,2.00,0.00,31.00,2.00,265.00,7.00,309.00,50.00,7.00,25.00
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Salary Amount for Total Personnel (instructional support services and school administration),969723.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Salary Amount for Teachers,734062.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Instructional Aides,26378.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,School Administration Staff,89042.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Support Services Staff (for Pupils and for Instructional Staff),120240.00,3.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Non-Personnel Expenditures,60382.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,FANCY GAP ELEM,510069000244,2015,Total enrollment,,,2.00,2.00,0.00,4.00,0.00,157.00,0.00,165.00,17.00,2.00,2.00
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Salary Amount for Total Personnel (instructional support services and school administration),1688298.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Salary Amount for Teachers,1252274.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Instructional Aides,159524.00,7.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,School Administration Staff,87422.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Support Services Staff (for Pupils and for Instructional Staff),189078.00,3.50,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Non-Personnel Expenditures,182043.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,ST PAUL,510069000254,2015,Total enrollment,,,2.00,0.00,0.00,25.00,4.00,310.00,4.00,345.00,71.00,4.00,13.00
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Salary Amount for Total Personnel (instructional support services and school administration),235444608.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Salary Amount for Teachers,1770536.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Instructional Aides,219867.00,12.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,School Administration Staff,120403.00,2.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Support Services Staff (for Pupils and for Instructional Staff),243639.00,6.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Non-Personnel Expenditures,157267.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,HILLSVILLE ELEM,510069000247,2015,Total enrollment,,,2.00,4.00,0.00,34.00,4.00,478.00,4.00,526.00,128.00,4.00,13.00
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Salary Amount for Total Personnel (instructional support services and school administration),679279.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Salary Amount for Teachers,447301.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Instructional Aides,45508.00,2.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,School Administration Staff,86114.00,1.00,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Support Services Staff (for Pupils and for Instructional Staff),100355.00,2.33,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Non-Personnel Expenditures,54948.00,,,,,,,,,,,,
VA,CARROLL CO PBLC SCHS,VA,GLADESBORO ELEM,510069000245,2015,Total enrollment,,,0.00,0.00,0.00,7.00,0.00,127.00,2.00,136.00,23.00,4.00,7.00
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Salary Amount for Total Personnel (instructional support services and school administration),2133679.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Salary Amount for Teachers,1636307.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Instructional Aides,139357.00,4.96,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,School Administration Staff,213749.00,3.99,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Support Services Staff (for Pupils and for Instructional Staff),144264.00,3.24,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Non-Personnel Expenditures,60131.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,G.L.H. JOHNSON ELEM,510111000389,2015,Total enrollment,,,2.00,2.00,0.00,22.00,514.00,58.00,10.00,608.00,56.00,4.00,7.00
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Salary Amount for Total Personnel (instructional support services and school administration),1106668.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Salary Amount for Teachers,783951.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Instructional Aides,58151.00,4.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,School Administration Staff,129588.00,2.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Support Services Staff (for Pupils and for Instructional Staff),134977.00,3.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Non-Personnel Expenditures,25547.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,FOREST HILLS ELEM,510111000388,2015,Total enrollment,,,0.00,7.00,0.00,22.00,115.00,136.00,10.00,290.00,50.00,13.00,25.00
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Salary Amount for Total Personnel (instructional support services and school administration),775507.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Salary Amount for Teachers,457103.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Instructional Aides,73177.00,3.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,School Administration Staff,185672.00,4.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Support Services Staff (for Pupils and for Instructional Staff),59554.00,1.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Non-Personnel Expenditures,15662.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,LANGSTON FOCUS,510111002750,2015,Total enrollment,,,0.00,0.00,0.00,2.00,49.00,4.00,0.00,55.00,8.00,7.00,0.00
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Salary Amount for Total Personnel (instructional support services and school administration),1910179.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Salary Amount for Teachers,1461630.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Instructional Aides,114500.00,5.75,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,School Administration Staff,186444.00,4.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Support Services Staff (for Pupils and for Instructional Staff),147603.00,3.13,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Non-Personnel Expenditures,38997.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,PARK AVENUE ELEM,510111000395,2015,Total enrollment,,,0.00,7.00,0.00,58.00,259.00,127.00,10.00,461.00,56.00,4.00,55.00
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Salary Amount for Total Personnel (instructional support services and school administration),11181.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Salary Amount for Teachers,77454.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Instructional Aides,0.00,0.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,School Administration Staff,0.00,0.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Support Services Staff (for Pupils and for Instructional Staff),11181.00,0.50,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Non-Personnel Expenditures,10484.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,ADULT & CAREER  EDUCATION CTR,510111002467,2015,Total enrollment,,,0.00,0.00,0.00,0.00,28.00,2.00,0.00,30.00,<=2,0.00,0.00
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Salary Amount for Total Personnel (instructional support services and school administration),2352158.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Salary Amount for Teachers,1781389.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Instructional Aides,191226.00,12.17,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,School Administration Staff,210087.00,4.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Support Services Staff (for Pupils and for Instructional Staff),169455.00,3.13,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Non-Personnel Expenditures,38530.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,SCHOOLFIELD ELEM,510111000268,2015,Total enrollment,,,2.00,10.00,0.00,55.00,346.00,139.00,25.00,577.00,65.00,10.00,58.00
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Salary Amount for Total Personnel (instructional support services and school administration),2614935.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Salary Amount for Teachers,1979726.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Instructional Aides,308441.00,21.27,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,School Administration Staff,190297.00,4.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Support Services Staff (for Pupils and for Instructional Staff),136469.00,3.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Non-Personnel Expenditures,9919.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,E. A. GIBSON ELEM,510111002960,2015,Total enrollment,,,2.00,10.00,0.00,40.00,457.00,91.00,22.00,622.00,116.00,7.00,37.00
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Salary Amount for Total Personnel (instructional support services and school administration),725705.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Salary Amount for Teachers,493130.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Instructional Aides,150962.00,9.53,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,School Administration Staff,60057.00,1.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Support Services Staff (for Pupils and for Instructional Staff),21555.00,1.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Non-Personnel Expenditures,3357.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,THE NORTHSIDE PRESCHOOL,510111002872,2015,Total enrollment,,,0.00,4.00,0.00,7.00,94.00,16.00,4.00,125.00,<=2,0.00,0.00
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Salary Amount for Total Personnel (instructional support services and school administration),812500.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Salary Amount for Teachers,518278.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Instructional Aides,192513.00,10.55,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,School Administration Staff,81863.00,2.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Support Services Staff (for Pupils and for Instructional Staff),19844.00,1.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Non-Personnel Expenditures,6968.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GROVE PARK PRESCHOOL,510111000391,2015,Total enrollment,,,0.00,2.00,0.00,13.00,82.00,28.00,13.00,138.00,59.00,0.00,0.00
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Salary Amount for Total Personnel (instructional support services and school administration),6052293.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Salary Amount for Teachers,488015.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Instructional Aides,253634.00,14.46,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,School Administration Staff,504239.00,10.48,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Support Services Staff (for Pupils and for Instructional Staff),406403.00,7.60,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Non-Personnel Expenditures,276188.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Total enrollment,,,2.00,22.00,0.00,94.00,1021.00,280.00,19.00,1438.00,257.00,40.00,37.00
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Salary Amount for Total Personnel (instructional support services and school administration),1326030.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Salary Amount for Teachers,1085572.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Instructional Aides,13217.00,1.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,School Administration Staff,113841.00,2.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Support Services Staff (for Pupils and for Instructional Staff),113398.00,2.00,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Non-Personnel Expenditures,48349.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,GALILEO MAGNET HIGH,510111002261,2015,Total enrollment,,,0.00,7.00,0.00,19.00,109.00,136.00,13.00,284.00,17.00,10.00,7.00
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Salary Amount for Total Personnel (instructional support services and school administration),2459954.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Salary Amount for Teachers,1747647.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Instructional Aides,204331.00,12.44,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,School Administration Staff,299016.00,5.78,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Support Services Staff (for Pupils and for Instructional Staff),208958.00,4.09,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Non-Personnel Expenditures,55731.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WESTWOOD MIDDLE,510111001233,2015,Total enrollment,,,0.00,4.00,0.00,49.00,397.00,106.00,16.00,572.00,98.00,22.00,28.00
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Salary Amount for Total Personnel (instructional support services and school administration),1880978.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Salary Amount for Teachers,1197089.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Instructional Aides,260380.00,18.93,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,School Administration Staff,175662.00,3.63,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Support Services Staff (for Pupils and for Instructional Staff),247845.00,3.91,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Non-Personnel Expenditures,156182.00,,,,,,,,,,,,
VA,DANVILLE CITY PBLC SCHS,VA,WOODBERRY HILLS ELEM,510111000398,2015,Total enrollment,,,0.00,4.00,0.00,16.00,352.00,52.00,10.00,434.00,59.00,5.00,13.00
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Salary Amount for Total Personnel (instructional support services and school administration),1794617.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Salary Amount for Teachers,1413559.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Instructional Aides,15582.00,1.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,School Administration Staff,213061.00,4.75,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Support Services Staff (for Pupils and for Instructional Staff),91684.00,2.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Non-Personnel Expenditures,83188.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW MIDDLE SCHOOL,510114002982,2015,Total enrollment,,,0.00,2.00,0.00,4.00,4.00,487.00,4.00,501.00,95.00,4.00,0.00
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Salary Amount for Total Personnel (instructional support services and school administration),3336594.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Salary Amount for Teachers,2451598.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Instructional Aides,42676.00,3.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,School Administration Staff,300392.00,7.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Support Services Staff (for Pupils and for Instructional Staff),206144.00,4.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Non-Personnel Expenditures,256929.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,RIDGEVIEW HIGH SCHOOL,510114002981,2015,Total enrollment,,,0.00,0.00,0.00,4.00,7.00,691.00,2.00,704.00,131.00,7.00,0.00
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Salary Amount for Total Personnel (instructional support services and school administration),1596891.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Salary Amount for Teachers,1249040.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Instructional Aides,19321.00,1.25,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,School Administration Staff,135954.00,3.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Support Services Staff (for Pupils and for Instructional Staff),93469.00,2.00,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Non-Personnel Expenditures,82603.00,,,,,,,,,,,,
VA,DICKENSON CO PBLC SCHS,VA,SANDLICK ELEM,510114000408,2015,Total enrollment,,,0.00,2.00,0.00,2.00,4.00,439.00,2.00,449.00,110.00,4.00,0.00
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Salary Amount for Total Personnel (instructional support services and school administration),15337604.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Salary Amount for Teachers,11486364.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Instructional Aides,387243.00,12.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,School Administration Staff,1820991.00,21.50,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Support Services Staff (for Pupils and for Instructional Staff),1643004.00,24.00,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Non-Personnel Expenditures,476086.00,,,,,,,,,,,,
VA,FAIRFAX CO PBLC SCHS,VA,WEST POTOMAC HIGH,510126000489,2015,Total enrollment,,,2.00,160.00,4.00,838.00,445.00,919.00,94.00,2462.00,374.00,55.00,361.00
