Lea State,LEA,School State,School,ID,Year,Category,Yes/No,Male,Female,Total,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total
VA,WINCHESTER CITY PBLC SCHS,VA,JOHN HANDLEY HIGH,510405001780,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,WINCHESTER CITY PBLC SCHS,VA,JOHN HANDLEY HIGH,510405001780,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,WINCHESTER CITY PBLC SCHS,VA,JOHN HANDLEY HIGH,510405001780,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,WINCHESTER CITY PBLC SCHS,VA,JOHN HANDLEY HIGH,510405001780,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.13,0.07,0.24,0.04,0.50
VA,WINCHESTER CITY PBLC SCHS,VA,JOHN HANDLEY HIGH,510405001780,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.01,0.00,0.13,0.06,0.26,0.04,0.50
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Participants on single-sex teams,,0.49,0.51,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.00,0.00,0.49,0.00,0.51
VA,WISE CO PBLC SCHS,VA,CENTRAL HIGH,510408001789,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.00,0.47,0.01,0.49
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.02,0.55,0.02,0.59
VA,WISE CO PBLC SCHS,VA,WISE CO. ALTERNATIVE ED. CTR.,510408002342,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.02,0.36,0.02,0.41
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Single-sex sports,,0.57,0.43,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Participants on single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.01,0.52,0.01,0.53
VA,WISE CO PBLC SCHS,VA,EASTSIDE HIGH,510408001786,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.01,0.44,0.01,0.47
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62
VA,WISE CO PBLC SCHS,VA,WISE COUNTY CAREER-TECHNICAL CENTER,510408001796,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.38
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Single-sex sports,,0.56,0.44,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.00,0.01,0.49,0.00,0.52
VA,WISE CO PBLC SCHS,VA,UNION HIGH,510408001792,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.02,0.45,0.00,0.48
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Single-sex teams,,0.43,0.57,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Single-sex sports,,0.44,0.56,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Participants on single-sex teams,,0.60,0.40,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.06,0.44,0.02,0.54
VA,WYTHE CO PBLC SCHS,VA,GEORGE WYTHE HIGH,510411001801,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.05,0.39,0.00,0.46
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Participants on single-sex teams,,0.64,0.36,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.01,0.46,0.01,0.50
VA,WYTHE CO PBLC SCHS,VA,FORT CHISWELL HIGH,510411001800,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.01,0.48,0.01,0.50
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.01,0.50,0.01,0.52
VA,WYTHE CO PBLC SCHS,VA,RURAL RETREAT HIGH,510411001805,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.00,0.00,0.01,0.01,0.46,0.01,0.48
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.02,0.20,0.24,0.02,0.51
VA,CHESAPEAKE CITY PBLC SCHS,VA,WESTERN BRANCH HIGH,510081000312,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.03,0.22,0.20,0.02,0.49
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Participants on single-sex teams,,0.62,0.38,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.04,0.28,0.13,0.02,0.49
VA,CHESAPEAKE CITY PBLC SCHS,VA,OSCAR F SMITH HIGH,510081000303,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.02,0.00,0.04,0.29,0.13,0.03,0.51
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.03,0.03,0.42,0.03,0.52
VA,CHESAPEAKE CITY PBLC SCHS,VA,HICKORY HIGH,510081001482,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.03,0.02,0.39,0.02,0.48
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Total Enrollment (Secondary Schools)-male,,,,,0.05,0.00,0.00,0.05,0.52,0.11,0.05,0.77
VA,CHESAPEAKE CITY PBLC SCHS,VA,CHESAPEAKE ALTERNATIVE,510081002222,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.23
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Single-sex sports,,0.53,0.47,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.04,0.14,0.29,0.02,0.50
VA,CHESTERFIELD CO PBLC SCHS,VA,MANCHESTER HIGH,510084000056,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.05,0.15,0.27,0.02,0.50
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Single-sex teams,,0.33,0.67,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Single-sex sports,,0.33,0.67,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Participants on single-sex teams,,0.36,0.64,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.00,0.00,0.09,0.19,0.22,0.02,0.53
VA,CHESTERFIELD CO PBLC SCHS,VA,Carver College and Career Academy,510084099999,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.01,0.09,0.16,0.19,0.02,0.47
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Participants on single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.10,0.20,0.22,0.02,0.56
VA,CHESTERFIELD CO PBLC SCHS,VA,LLOYD C BIRD HIGH,510084000337,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.07,0.18,0.16,0.02,0.44
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.04,0.17,0.26,0.02,0.50
VA,CHESTERFIELD CO PBLC SCHS,VA,MONACAN HIGH,510084001833,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.04,0.13,0.29,0.02,0.50
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Single-sex teams,,0.58,0.42,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Single-sex sports,,0.55,0.45,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Participants on single-sex teams,,0.63,0.37,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.17,0.30,0.05,0.01,0.55
VA,CHESTERFIELD CO PBLC SCHS,VA,MEADOWBROOK HIGH,510084000342,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.15,0.25,0.03,0.01,0.45
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.02,0.06,0.36,0.02,0.49
VA,CHESTERFIELD CO PBLC SCHS,VA,COSBY HIGH,510084002661,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.03,0.00,0.03,0.08,0.36,0.01,0.51
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Single-sex teams,,0.52,0.48,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Single-sex sports,,0.53,0.47,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Participants on single-sex teams,,0.65,0.35,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.21,0.29,0.02,0.55
VA,CHESTERFIELD CO PBLC SCHS,VA,MATOACA HIGH,510084000340,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.02,0.19,0.21,0.02,0.45
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Single-sex sports,,0.54,0.46,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Participants on single-sex teams,,0.62,0.38,1.00,,,,,,,,
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.02,0.00,0.10,0.08,0.31,0.02,0.52
VA,CHESTERFIELD CO PBLC SCHS,VA,JAMES RIVER HIGH,510084000766,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.02,0.00,0.07,0.08,0.28,0.02,0.48
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.26,0.18,0.03,0.50
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MAURY HIGH,510267001117,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.02,0.00,0.02,0.27,0.16,0.03,0.50
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Participants on single-sex teams,,0.58,0.42,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.03,0.26,0.14,0.03,0.48
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,GRANBY HIGH,510267001098,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.04,0.27,0.14,0.04,0.52
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Participants on single-sex teams,,0.68,0.32,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.03,0.36,0.08,0.03,0.51
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,LAKE TAYLOR HIGH,510267001104,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.01,0.00,0.02,0.37,0.05,0.02,0.49
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Participants on single-sex teams,,0.65,0.35,1.00,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.45,0.04,0.01,0.53
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,BOOKER T. WASHINGTON HIGH,510267001079,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.02,0.41,0.02,0.01,0.47
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.12,0.60,0.05,0.05,0.81
VA,NORFOLK CITY PUBLIC SCHOOLS,VA,MADISON ALTERNATIVE,510267002128,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.19
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Single-sex teams,,0.00,1.00,1.00,,,,,,,,
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Single-sex sports,,0.00,1.00,1.00,,,,,,,,
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Participants on single-sex teams,,0.00,1.00,1.00,,,,,,,,
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.08,0.26,0.15,0.00,0.50
VA,NORTHAMPTON CO PBLC SCHS,VA,NORTHAMPTON HIGH,510271001155,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.07,0.24,0.16,0.02,0.50
VA,NORTHUMBERLAND CO PBLC SCHS,VA,NORTHUMBERLAND HIGH,510273001159,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,NORTHUMBERLAND CO PBLC SCHS,VA,NORTHUMBERLAND HIGH,510273001159,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,NORTHUMBERLAND CO PBLC SCHS,VA,NORTHUMBERLAND HIGH,510273001159,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,NORTHUMBERLAND CO PBLC SCHS,VA,NORTHUMBERLAND HIGH,510273001159,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
